property_id,property_name,location,property_type,number_of_bedrooms,bedroom_size,amenities,seasonality,base_price,estimated_monthly_bookings,bathrooms,bed_type,cancellation_policy,cleaning_fee,host_response_rate,number_of_reviews,review_scores_rating,beds,neighborhood
93007,Out Free,North Nataliemouth,House,5,22.051450208916748,"['WiFi', 'Swimming Pool', 'TV', 'Garden view', 'Canal view', 'Parking', 'Air Conditioning']",Summer,1599.7042577759098,41,8,King,Moderate,26.50519532014323,89,188,4,6,Suburb
58393,Stage Foreign,Alexanderfurt,Villa,5,14.314861556992337,"['Kitchen', 'Swimming Pool', 'WiFi', 'Parking', 'Waterfront', 'Canal view']",Autumn,3943.960284990024,75,5,King,Moderate,37.27338808186667,88,443,2,9,Mountain View
5226,Thank Already,Brandonshire,Cottage,3,27.443636707958248,"['Swimming Pool', 'Air Conditioning', 'Parking']",Winter,4214.06229824224,88,5,Queen,Strict,43.10891552295995,77,242,2,7,Downtown
30867,Sometimes Chair,Lake Michael,Cottage,3,18.65993409238275,"['Garden view', 'Air Conditioning', 'Kitchen', 'Swimming Pool', 'Gym', 'Parking']",Autumn,3898.753214774458,63,6,Queen,Strict,48.48573435666674,62,213,5,6,Waterfront
40045,Dinner Girl,Lindseyside,Cottage,4,29.065208491710127,"['WiFi', 'Canal view', 'TV', 'Kitchen', 'Parking', 'Swimming Pool', 'Garden view', 'Air Conditioning', 'Gym', 'Waterfront']",Winter,1558.7651212656606,29,5,King,Moderate,32.34472253151374,76,303,3,7,Waterfront
48715,Can Outside,Robertochester,Apartment,1,26.91471488871406,"['TV', 'Parking', 'Swimming Pool', 'Canal view', 'Gym', 'Waterfront', 'Kitchen']",Winter,2269.206774616946,15,4,King,Flexible,18.487640571000664,75,99,3,5,Waterfront
52276,Consider Partner,Port Carolhaven,Villa,5,28.288163037472252,"['TV', 'Parking', 'Swimming Pool', 'Air Conditioning', 'Gym', 'WiFi', 'Canal view', 'Garden view', 'Kitchen']",Winter,4141.992019925929,17,8,Single,Strict,17.103071233056866,57,228,4,8,Suburb
37735,Approach Small,West Beverlyborough,Villa,5,27.127473293019982,"['TV', 'Canal view', 'Kitchen', 'Gym', 'Parking']",Summer,4437.530140869136,88,5,King,Flexible,46.62052571775965,81,62,5,6,Downtown
17084,Remember Agreement,Wandashire,Villa,1,27.275849792976715,"['Garden view', 'Gym', 'WiFi', 'Air Conditioning', 'Swimming Pool', 'Kitchen']",Winter,71.28267187740065,100,4,Single,Flexible,19.231697661566617,93,266,5,2,Mountain View
79408,Need Reduce,Matthewville,Villa,2,10.112008476880094,"['Gym', 'Air Conditioning', 'Waterfront', 'Parking', 'Canal view', 'Swimming Pool', 'Garden view']",Summer,1075.0337977181932,73,6,King,Strict,48.80185926886217,52,339,4,4,Downtown
41267,Effort Individual,Phamview,Cottage,5,24.892259551247328,['Gym'],Summer,3998.814666598715,88,5,Double,Moderate,10.729962323398476,65,380,1,9,Mountain View
81708,To Play,West Nancychester,Apartment,1,16.93243646408036,"['TV', 'Canal view', 'Swimming Pool', 'Kitchen', 'Parking', 'Garden view', 'Gym']",Winter,1304.1065898075058,60,2,Single,Moderate,12.815933667390581,95,90,1,4,Downtown
15502,Rest Administration,Port Jonathanview,Cottage,4,10.545717763140331,"['Swimming Pool', 'Canal view']",Summer,1526.2259453714996,43,7,Single,Moderate,42.04214637747937,54,498,4,5,Mountain View
99488,Note Speak,Aguilarside,Cottage,2,16.5431499169691,"['Canal view', 'Parking', 'Waterfront', 'Gym', 'WiFi', 'Air Conditioning']",Winter,1481.4236163463886,62,5,Queen,Flexible,29.409905299989674,64,66,3,5,Mountain View
19378,Word Mouth,Samanthahaven,Cottage,4,21.963052262365707,"['TV', 'Swimming Pool', 'Garden view', 'Gym', 'Waterfront', 'Kitchen', 'Canal view', 'Parking', 'Air Conditioning', 'WiFi']",Winter,2692.942946328488,19,7,King,Flexible,16.155826853026575,56,385,5,7,Downtown
42010,It Article,Port Ronaldville,Villa,3,11.546983326187537,"['Garden view', 'Waterfront', 'Air Conditioning', 'Swimming Pool', 'WiFi', 'Gym', 'Kitchen']",Winter,1125.4248911301388,38,4,Queen,Strict,48.071667340569135,52,487,3,7,Suburb
31055,Buy Than,Johnsonstad,Apartment,5,12.21501363846831,"['Waterfront', 'Garden view', 'Swimming Pool', 'TV', 'Canal view', 'WiFi', 'Parking', 'Gym', 'Air Conditioning']",Winter,57.16234877222091,73,6,Queen,Strict,33.535516749788115,59,26,2,7,Waterfront
19807,Yes Matter,Roseside,House,4,22.501961355595608,"['Canal view', 'Gym', 'Garden view', 'Air Conditioning', 'TV', 'Waterfront']",Summer,1225.2367444470572,31,6,Single,Moderate,42.071251852658285,56,313,1,5,Downtown
83124,Agreement Bar,Port Maryview,Cottage,5,15.94310750516669,"['TV', 'Kitchen', 'Air Conditioning', 'Garden view', 'Parking']",Summer,2398.1000555793557,75,7,King,Strict,37.92877362587459,70,287,3,8,Mountain View
51002,Reason Relationship,North Audrey,House,3,15.443790621103464,"['Parking', 'WiFi', 'Canal view']",Winter,473.868399976813,81,6,Double,Moderate,24.097065225424764,76,186,1,6,Mountain View
30840,Black Order,Robinsonland,Apartment,1,26.73991949128486,"['Canal view', 'Waterfront', 'Gym', 'WiFi', 'Air Conditioning', 'TV']",Winter,1977.561624268518,81,1,King,Flexible,25.184357606887197,94,350,3,2,Downtown
86680,Particularly Opportunity,Lake Lisatown,Cottage,5,14.171892251746627,"['WiFi', 'Swimming Pool', 'Garden view']",Winter,3796.297286417997,100,7,Double,Moderate,21.770908262499013,69,170,1,9,Downtown
27432,Nothing Sign,South Donna,Villa,2,27.378016594744533,"['Gym', 'Swimming Pool']",Winter,4415.38968496648,68,5,Double,Flexible,45.77897249511118,54,164,5,5,Suburb
24574,Energy Hundred,Evanston,House,1,12.0868964961947,"['WiFi', 'Air Conditioning', 'Kitchen']",Summer,344.7779905788207,85,1,Queen,Flexible,24.088458692827604,99,297,2,3,Downtown
72496,Build View,Wallbury,Apartment,4,29.54792978761483,"['Waterfront', 'Kitchen', 'Garden view', 'WiFi']",Autumn,3941.108539934744,81,6,Queen,Moderate,44.57214387012867,82,36,5,5,Suburb
90121,Class Begin,Josephview,Villa,3,22.30530158401351,"['TV', 'Garden view', 'Parking', 'WiFi', 'Kitchen', 'Canal view', 'Air Conditioning', 'Swimming Pool']",Autumn,4853.677177651238,50,4,Queen,Moderate,43.157424735274276,54,356,5,5,Downtown
81187,Both Similar,Ashleystad,Apartment,4,25.459219834821422,"['Waterfront', 'Air Conditioning', 'TV', 'WiFi', 'Kitchen', 'Canal view', 'Gym']",Autumn,2332.050940949618,44,6,Queen,Flexible,36.26055403339617,64,209,1,5,Suburb
72265,Meeting Check,Emilyland,House,3,15.466768293505082,"['Air Conditioning', 'TV', 'Swimming Pool', 'WiFi', 'Waterfront']",Autumn,121.60601933409366,86,7,King,Strict,46.669537726746945,94,246,5,5,Mountain View
44088,Family Debate,Stoneside,Apartment,2,13.321744973378733,"['Swimming Pool', 'Parking', 'TV', 'Waterfront']",Summer,3748.343098987071,85,5,Queen,Strict,19.17259782478563,69,170,4,5,Suburb
27379,Site Rather,Lopezland,Villa,4,12.965769202067696,"['TV', 'WiFi', 'Garden view', 'Gym', 'Swimming Pool', 'Air Conditioning', 'Waterfront']",Winter,107.82476395421051,11,7,Queen,Strict,38.90624863469742,59,186,2,7,Suburb
76411,Art As,Kellyfurt,Villa,2,20.38817927492964,"['Waterfront', 'Air Conditioning', 'Swimming Pool', 'TV', 'Gym']",Winter,894.2893010318414,33,5,Single,Flexible,29.20244023628181,72,294,2,4,Suburb
50788,Nothing Knowledge,East Martha,Villa,3,29.130199206130378,"['Parking', 'Waterfront', 'Canal view', 'Garden view', 'Gym']",Winter,2403.7835857877876,76,5,Double,Strict,22.607420044064597,67,146,4,4,Downtown
75142,Teacher Wall,North Christopherfurt,Apartment,3,27.08693278770661,"['Kitchen', 'Canal view', 'Gym', 'Swimming Pool', 'Waterfront', 'WiFi', 'Parking', 'Air Conditioning', 'TV', 'Garden view']",Winter,3341.7416165934055,64,3,Single,Moderate,23.624088891659405,63,452,5,7,Downtown
61056,Career Rule,New Tracie,Cottage,4,21.214935178506067,"['Air Conditioning', 'Kitchen', 'Swimming Pool', 'TV', 'WiFi', 'Canal view', 'Garden view', 'Parking', 'Waterfront', 'Gym']",Autumn,3117.3789389066496,27,8,Single,Strict,45.74978977927618,67,99,2,5,Waterfront
22124,Treatment Look,North Matthewberg,House,5,22.339698567503177,"['Gym', 'Air Conditioning', 'Waterfront', 'Canal view', 'WiFi']",Autumn,4271.306858974865,44,7,Queen,Strict,41.86303146280258,62,181,5,7,Waterfront
28689,Listen Science,Smithside,House,5,27.187247187141164,"['Garden view', 'Air Conditioning', 'Swimming Pool', 'Parking']",Summer,4627.147605668131,64,6,Queen,Strict,17.030299185724395,87,499,2,8,Downtown
63956,Drug Factor,New Emily,Villa,1,26.101247770614812,"['Swimming Pool', 'Kitchen', 'Canal view', 'Gym', 'Garden view', 'TV', 'Air Conditioning', 'Waterfront', 'Parking', 'WiFi']",Autumn,4144.105960365621,79,4,Double,Strict,11.369354638314908,52,294,2,4,Suburb
30333,Provide Will,North Shaneland,House,4,12.238223263051877,"['Garden view', 'Parking', 'Air Conditioning', 'Gym', 'WiFi', 'Canal view']",Summer,4026.193495345113,79,6,Double,Moderate,48.606248826873525,73,358,2,7,Downtown
11403,Responsibility Scene,Lake Carolbury,Apartment,2,10.386954731347771,"['Parking', 'Swimming Pool', 'WiFi', 'Kitchen', 'Gym', 'Waterfront', 'Air Conditioning', 'Canal view']",Summer,2002.251119068691,33,5,King,Strict,25.95539348600704,95,139,3,4,Downtown
96635,Himself Also,South Sandraberg,Villa,1,14.419427907637683,"['Kitchen', 'WiFi', 'Garden view', 'Gym', 'Air Conditioning']",Autumn,3991.278340395879,21,5,Queen,Moderate,25.857689039899533,100,51,3,4,Suburb
64381,Data Room,Brucebury,Cottage,1,16.24424845909075,"['Gym', 'Kitchen', 'Waterfront', 'Parking', 'Air Conditioning']",Winter,3660.0877919003947,33,5,Queen,Moderate,19.29631926173162,59,35,3,2,Waterfront
86442,Speak Improve,South Ethan,Cottage,4,21.63345062419741,['Parking'],Summer,175.00043663076815,24,5,Single,Strict,23.092857207590182,100,168,4,5,Waterfront
71407,Full Leg,Rachelport,Apartment,3,14.75881237291166,"['Gym', 'WiFi', 'Garden view']",Autumn,3501.8009203226943,54,5,Single,Flexible,39.502794414933035,77,367,2,6,Waterfront
88734,Lot Record,Aaronberg,Apartment,1,28.621575173057103,"['Parking', 'Air Conditioning', 'Swimming Pool', 'Canal view', 'Waterfront', 'WiFi']",Winter,2695.9061249659326,31,5,Single,Moderate,43.1643852526076,72,465,2,2,Suburb
3760,Beat Tree,Lindaport,Apartment,5,28.906294801641167,['TV'],Winter,4355.478749826297,45,5,Queen,Moderate,47.39029468377981,72,128,3,8,Downtown
34887,Beyond Turn,New Jessica,Villa,1,28.429353075987727,"['Parking', 'Gym', 'Kitchen', 'WiFi']",Summer,4106.755029252397,46,3,Queen,Strict,10.84035551893133,83,424,1,3,Suburb
89766,Game Fish,Michaelport,Villa,1,27.292798715812452,['Garden view'],Summer,4044.614854400173,62,3,Single,Moderate,20.762763028653872,50,33,1,4,Suburb
9262,Response Thank,West Seth,Villa,2,28.19965761385071,"['Air Conditioning', 'Kitchen', 'Swimming Pool', 'Waterfront', 'Garden view']",Autumn,3873.113521296111,14,5,Single,Moderate,15.980656885878584,99,404,4,6,Suburb
66018,Town Political,Schneiderburgh,House,4,21.808083054975675,['Swimming Pool'],Winter,4675.347672872825,39,4,Double,Flexible,16.906634438453203,69,240,5,7,Mountain View
89498,Young Make,Lake Heidi,Cottage,1,11.503218988695005,"['Garden view', 'Air Conditioning', 'Gym', 'Canal view', 'WiFi', 'Waterfront', 'TV', 'Kitchen', 'Swimming Pool']",Summer,4475.660995325246,70,4,King,Moderate,41.039887774623914,73,265,1,5,Suburb
84073,Figure Surface,Port Steven,Villa,1,18.829370993171004,"['Parking', 'Waterfront']",Winter,679.3484365220692,70,3,King,Strict,48.58129074759822,83,12,3,4,Waterfront
65864,Model Program,Chanland,House,2,25.34398259269082,"['Swimming Pool', 'Gym', 'Canal view', 'Waterfront', 'Air Conditioning', 'Parking']",Summer,843.5605250389359,10,3,Double,Flexible,46.49622659677409,50,475,1,5,Mountain View
49939,Strong Three,New Timothytown,House,5,13.10641082360081,"['Kitchen', 'TV', 'Parking', 'Canal view', 'Garden view', 'WiFi', 'Swimming Pool', 'Gym', 'Air Conditioning']",Autumn,2820.5689968740853,64,8,Single,Strict,22.733834978671872,60,88,2,7,Waterfront
70111,Rise Rather,Bergermouth,House,2,11.888411701931062,"['Garden view', 'WiFi']",Winter,2326.792474814412,65,4,King,Moderate,13.126260534514751,85,425,3,4,Downtown
73268,Note Might,Jacquelinetown,Villa,3,11.18473185878855,"['Garden view', 'TV', 'Kitchen', 'Waterfront', 'Canal view', 'WiFi', 'Swimming Pool', 'Parking', 'Air Conditioning']",Autumn,4844.3717784245455,52,3,Single,Flexible,30.961078674016793,81,89,5,5,Waterfront
83707,What Nor,Lewisstad,House,5,26.651318965560304,['TV'],Summer,2110.30355195984,12,6,Queen,Moderate,15.377977482154236,56,163,3,8,Downtown
59452,Indeed Because,Louischester,Cottage,3,11.136889525901745,['Gym'],Winter,136.8296673863005,22,6,Double,Strict,31.497470872454976,75,93,2,5,Suburb
99723,Statement Scene,Lake Lindahaven,Villa,3,14.774570409757313,"['WiFi', 'Kitchen', 'Parking', 'Air Conditioning', 'TV', 'Waterfront', 'Swimming Pool', 'Garden view']",Summer,355.7704242769902,42,6,Single,Moderate,13.951175190997759,51,30,1,5,Downtown
52420,Minute Administration,Floydmouth,Apartment,3,28.15814784120758,"['Kitchen', 'Swimming Pool', 'Garden view', 'WiFi', 'Air Conditioning', 'Parking', 'Canal view', 'Waterfront']",Autumn,4916.911908214694,97,6,King,Moderate,48.339810585598485,91,364,3,6,Downtown
74373,Perhaps Number,West Jacob,House,2,12.079978884390592,"['Waterfront', 'Air Conditioning']",Summer,1832.234087845841,18,4,King,Strict,25.21262299196582,81,424,1,6,Mountain View
81915,Focus In,East Danielleland,Cottage,4,17.817579586585683,"['Waterfront', 'Gym', 'Garden view', 'Canal view', 'TV', 'WiFi', 'Parking', 'Kitchen', 'Air Conditioning', 'Swimming Pool']",Winter,3730.026775897553,82,7,Queen,Moderate,23.45945349091874,62,179,3,6,Mountain View
79558,Record Quality,Toddchester,Apartment,5,25.28946482800473,"['Canal view', 'TV', 'Swimming Pool', 'Kitchen', 'Waterfront', 'Garden view', 'Parking']",Autumn,1179.7845421809668,33,9,King,Moderate,42.63346660260053,98,156,2,9,Waterfront
87889,Answer Share,Stanleyfort,Cottage,1,13.495645190845366,"['Swimming Pool', 'Parking', 'WiFi', 'Gym', 'TV', 'Air Conditioning', 'Canal view', 'Kitchen', 'Waterfront']",Summer,3027.667162338591,22,3,Double,Flexible,27.702651982504776,50,52,3,5,Mountain View
77830,Social Interesting,Port Michaelmouth,House,1,12.11413577087888,['Kitchen'],Winter,673.0811393584756,26,1,Queen,Moderate,23.823196341461003,90,377,1,4,Downtown
97068,Money Least,Bryantown,House,2,13.289602506191313,['WiFi'],Summer,4277.558192470245,98,3,Double,Flexible,22.605835385135556,88,261,2,5,Mountain View
67012,Member Bad,East Suzannebury,Apartment,2,13.030781016932789,"['Garden view', 'WiFi', 'Air Conditioning', 'Kitchen']",Autumn,1361.6978801169232,64,6,King,Moderate,19.105567071220623,77,1,1,4,Downtown
76445,Message Would,Brittanyside,House,4,19.342613786945712,"['WiFi', 'Garden view', 'Canal view', 'Kitchen', 'Parking', 'Gym', 'Swimming Pool', 'Waterfront', 'TV', 'Air Conditioning']",Summer,105.42125462830981,35,5,Queen,Strict,27.587481866785875,88,144,4,6,Suburb
83468,Student In,New Nathan,Villa,5,21.69465774614727,"['Gym', 'Canal view', 'Parking', 'Kitchen', 'WiFi', 'Air Conditioning']",Autumn,479.242096517978,79,5,King,Flexible,44.95930224217242,99,412,5,9,Downtown
71391,Democrat She,Port Jennifer,Apartment,1,24.31345125290443,"['TV', 'Parking']",Autumn,86.48135085380794,45,1,Queen,Strict,36.864634860116325,81,29,4,5,Suburb
35044,Major Send,East Shannonborough,Cottage,1,21.219217556938293,"['Parking', 'Gym', 'Waterfront', 'Canal view', 'Garden view', 'WiFi', 'Air Conditioning']",Summer,4617.295374359114,36,1,King,Strict,28.72271298430448,96,1,3,3,Suburb
95419,Sea Attack,New Daniel,Apartment,4,28.758413746934703,"['WiFi', 'Gym', 'Canal view', 'TV', 'Garden view', 'Swimming Pool']",Summer,4689.102224469628,97,7,Double,Strict,20.193802393551774,66,361,4,8,Downtown
23732,Focus Threat,South Kellyport,Cottage,2,17.38699526126372,"['TV', 'Kitchen', 'Air Conditioning', 'Gym', 'Waterfront', 'Swimming Pool', 'Garden view', 'Parking', 'Canal view', 'WiFi']",Autumn,1170.5959010956708,18,2,King,Flexible,18.311453744031006,60,437,5,6,Suburb
58054,Miss Assume,Mezaborough,Cottage,2,24.948083370758866,"['Kitchen', 'TV', 'Garden view', 'Gym', 'Parking', 'Canal view', 'Waterfront', 'Swimming Pool']",Autumn,820.2447609868274,69,5,King,Moderate,33.52055732328815,92,267,4,6,Downtown
22442,Fast Cause,East Kayla,Cottage,1,16.01187181043432,"['Gym', 'TV', 'Kitchen']",Summer,147.58767568729888,89,4,Single,Strict,34.34497776118332,50,384,3,4,Waterfront
86851,World Game,Shawnstad,Cottage,3,24.1817252865739,"['Parking', 'Garden view', 'Gym', 'WiFi']",Autumn,1926.895439294051,45,4,King,Strict,28.0183563591546,97,166,4,4,Downtown
62113,Newspaper Eat,West Seanmouth,Villa,1,10.59473357120078,"['Waterfront', 'Kitchen', 'Garden view', 'WiFi']",Winter,4380.550546792939,21,2,Single,Strict,40.620366513103725,68,140,1,3,Downtown
81557,Report Point,East Robertview,Cottage,4,23.06387811690304,"['Canal view', 'Swimming Pool', 'Air Conditioning', 'Kitchen', 'Garden view', 'Parking', 'WiFi', 'Gym', 'TV', 'Waterfront']",Summer,713.1243459637374,82,8,King,Flexible,36.61535697213275,68,372,5,7,Downtown
41966,Always Each,Glennside,Apartment,3,27.0368016541948,"['Gym', 'TV', 'Kitchen', 'Air Conditioning', 'Waterfront', 'Garden view']",Winter,719.9627098900877,24,5,King,Strict,33.270088540945835,69,26,3,7,Mountain View
38411,Likely To,Sarahside,Apartment,5,20.761657530138276,"['Kitchen', 'Garden view', 'Air Conditioning', 'Parking', 'WiFi', 'Canal view', 'TV', 'Swimming Pool']",Summer,3261.8522734716794,56,6,Queen,Moderate,29.51039768890655,100,207,5,6,Mountain View
88294,Scene Debate,Francistown,Apartment,5,26.911264640670957,"['WiFi', 'Kitchen', 'Waterfront', 'Parking', 'Garden view', 'Swimming Pool', 'Canal view', 'TV']",Winter,3117.3045745969075,28,5,Double,Strict,26.020594688424445,99,364,3,6,Mountain View
99226,Shoulder Like,Lake Nina,Villa,2,16.398756540010975,"['Air Conditioning', 'Waterfront', 'Canal view', 'Swimming Pool', 'Parking']",Summer,1075.6108159783225,78,6,Single,Moderate,13.187619416773861,98,495,2,6,Waterfront
52467,Couple Despite,New Nicole,Apartment,3,13.464643651342964,"['Canal view', 'Swimming Pool', 'Parking']",Autumn,2390.5123217847204,77,5,Queen,Moderate,34.06210918077589,61,387,3,4,Downtown
56210,Keep Major,South Carlchester,Villa,3,14.893951007948791,"['Gym', 'Waterfront', 'Air Conditioning', 'Kitchen', 'Parking', 'Swimming Pool', 'TV']",Autumn,4677.589258461423,95,7,King,Flexible,26.357407341842276,75,466,3,6,Suburb
67784,Bill Glass,Angelashire,House,4,20.873968656325946,"['TV', 'Garden view', 'Waterfront', 'Gym', 'Swimming Pool', 'Kitchen', 'WiFi', 'Air Conditioning', 'Parking', 'Canal view']",Summer,4992.447417260059,63,5,Queen,Moderate,39.329779260605804,91,372,1,6,Waterfront
66234,Head Work,South Larryhaven,Cottage,5,25.538831059028468,"['Canal view', 'Waterfront', 'Garden view', 'Gym']",Winter,1373.6878835532013,44,9,Single,Moderate,40.42033962004652,90,389,4,8,Waterfront
13304,Law Church,East Julie,House,5,25.63402483973815,"['TV', 'Garden view', 'Swimming Pool', 'Canal view', 'Kitchen', 'WiFi', 'Air Conditioning', 'Parking', 'Waterfront', 'Gym']",Autumn,4407.471423687863,84,7,Single,Moderate,19.817496974224706,57,401,3,8,Suburb
85700,Cultural Rock,New Victoria,Cottage,5,29.320526994598637,"['WiFi', 'Garden view', 'Air Conditioning', 'Swimming Pool', 'Kitchen', 'Canal view', 'Waterfront', 'Gym']",Autumn,1404.5850634753501,89,8,Single,Moderate,22.877635314860143,83,303,3,8,Suburb
90829,He Child,Allentown,Cottage,3,10.49488387572133,"['TV', 'Canal view', 'Air Conditioning', 'Swimming Pool', 'Parking', 'Garden view', 'Gym', 'WiFi', 'Waterfront', 'Kitchen']",Winter,4928.5791255763215,35,7,Single,Strict,34.734059262352915,67,173,5,6,Downtown
1919,Resource Interest,West Melissa,House,1,21.18185949906657,['TV'],Summer,1673.736317591259,89,5,Queen,Moderate,30.06391142931012,95,104,4,4,Downtown
56277,Father Attention,North Shawn,House,4,17.02381986511102,"['Air Conditioning', 'Waterfront', 'Garden view', 'Parking', 'Swimming Pool', 'WiFi', 'Gym', 'Kitchen']",Winter,3618.67905558432,53,8,King,Strict,47.80153550266336,57,259,2,6,Suburb
34612,Nor Over,Masonchester,House,3,12.841844511483444,"['Parking', 'Waterfront', 'Kitchen', 'Gym']",Autumn,1406.7927411224314,24,3,Single,Flexible,33.89236035132666,85,294,1,7,Waterfront
43196,Hit Offer,Garrettbury,House,4,28.98699681368981,"['TV', 'Kitchen', 'Parking', 'Gym', 'Air Conditioning', 'Waterfront', 'Swimming Pool', 'Canal view']",Autumn,2644.0519276231603,36,6,Single,Moderate,22.343870414218095,56,206,2,7,Waterfront
72282,Put Financial,South Samuel,House,4,28.731358331775,"['Canal view', 'WiFi', 'Parking', 'Swimming Pool', 'Air Conditioning']",Autumn,4603.961547443342,89,4,Queen,Moderate,20.64827792930035,52,439,4,8,Mountain View
1530,Make Value,Port Angela,Cottage,2,11.309661303927134,"['Garden view', 'Canal view', 'WiFi', 'Kitchen', 'Waterfront', 'Parking']",Winter,1513.1752511143943,18,2,King,Strict,44.33111635038178,96,269,3,5,Mountain View
31756,Same Effect,North Tammy,Villa,4,29.556956135865796,"['TV', 'Air Conditioning', 'Parking']",Winter,4433.970216863298,56,4,Single,Strict,33.31763817458265,81,125,2,7,Waterfront
48645,Man Trial,West Matthewtown,Apartment,3,28.25889569747983,"['Gym', 'Parking', 'Garden view', 'WiFi', 'Kitchen']",Winter,4713.003851869393,93,6,Queen,Flexible,47.391631851632205,91,246,3,7,Waterfront
28581,Trade That,Jordanshire,House,2,25.857842499382038,"['Kitchen', 'WiFi', 'Canal view', 'TV', 'Swimming Pool', 'Waterfront', 'Parking']",Winter,2219.880831218062,80,3,Single,Strict,24.667842693091885,66,33,3,5,Mountain View
94734,Source Actually,Lake Katherine,Villa,2,25.953700705115942,"['Parking', 'Canal view']",Winter,2485.792502353508,29,3,Single,Moderate,41.01335289777615,52,353,1,4,Downtown
76658,Interview Argue,East Benjamin,Cottage,2,21.174991374466828,"['Waterfront', 'Swimming Pool', 'Canal view', 'Air Conditioning', 'Gym', 'Garden view', 'Parking', 'TV', 'WiFi']",Autumn,4106.912065243225,35,5,King,Strict,13.258210959939438,85,460,4,3,Mountain View
9796,Decade Decision,North Antoniostad,Villa,4,16.08142658104846,['Garden view'],Summer,2306.772602244112,43,8,King,Moderate,34.267667043674166,51,63,2,5,Waterfront
46233,Laugh Democrat,Emilyfort,Apartment,5,15.777640935452107,"['TV', 'Garden view', 'Air Conditioning', 'Swimming Pool', 'Kitchen']",Winter,4973.128384854442,61,6,Queen,Moderate,10.042917588342535,78,361,1,9,Mountain View
21830,Behind Black,North Shannonstad,Villa,5,13.179363004806184,"['TV', 'Air Conditioning', 'Waterfront', 'Canal view', 'Gym', 'Garden view', 'WiFi', 'Parking', 'Kitchen', 'Swimming Pool']",Winter,4085.961939237088,90,6,Single,Flexible,19.14348940610592,100,134,3,8,Downtown
46712,Art Choice,East James,House,3,25.29971507564746,"['Canal view', 'Garden view', 'Parking', 'Gym', 'Waterfront', 'WiFi', 'Air Conditioning', 'Swimming Pool', 'TV']",Winter,4771.885526016098,89,4,Queen,Moderate,18.84122318744772,86,348,2,7,Downtown
50960,Hundred Down,North Amyberg,Apartment,5,26.72318090109099,"['Waterfront', 'WiFi', 'Garden view', 'Swimming Pool']",Summer,64.51663965546027,53,9,Queen,Strict,10.953642398694559,94,51,2,7,Downtown
59676,Agent Hold,Nelsonshire,Apartment,3,13.343956450589074,"['TV', 'Garden view', 'Air Conditioning', 'Waterfront', 'WiFi']",Autumn,100.74524428895542,52,3,Single,Moderate,16.595503264170148,81,199,3,7,Mountain View
4956,Game Safe,Lake Victorview,Cottage,5,29.61308757865369,"['Waterfront', 'Swimming Pool', 'WiFi', 'Canal view', 'Garden view', 'TV', 'Air Conditioning']",Winter,3516.5124204393655,11,5,King,Flexible,30.000957595425575,78,156,4,7,Mountain View
49351,Source Father,South Robert,Cottage,1,27.210634620663384,"['Air Conditioning', 'TV', 'Waterfront', 'Parking', 'WiFi', 'Kitchen', 'Garden view', 'Swimming Pool', 'Canal view']",Summer,872.3257816453486,74,4,King,Flexible,23.290795615170982,62,261,2,2,Waterfront
27559,Trial Those,West Christopher,House,1,24.0278080010989,"['Gym', 'Air Conditioning', 'Garden view', 'Waterfront', 'WiFi', 'Canal view', 'Parking', 'Kitchen', 'Swimming Pool', 'TV']",Winter,3528.7386668891154,62,1,Double,Flexible,48.58436936763256,72,245,2,2,Waterfront
99656,Science Service,New Lisa,Apartment,1,10.141880342384443,['Air Conditioning'],Autumn,4336.805367093978,25,2,Single,Strict,19.589198002490487,85,260,5,2,Downtown
68539,Theory Star,Lake Lisastad,Cottage,5,21.95646905613305,"['Air Conditioning', 'Canal view', 'Waterfront']",Autumn,4431.730290338584,78,6,Queen,Moderate,35.57931670719824,60,448,5,7,Suburb
52327,Participant Really,Dunnfort,House,1,29.338355089812662,['Parking'],Summer,3110.5573130907264,68,5,Single,Strict,14.201981728571248,74,424,2,5,Suburb
3844,Despite Fill,Kimberlyhaven,Cottage,4,23.45665448762382,['Canal view'],Summer,4157.256218841927,93,4,Queen,Moderate,30.201226771802496,69,345,1,6,Mountain View
14798,Ask Hour,West Sharon,Apartment,4,19.962213562606593,"['Swimming Pool', 'WiFi', 'Canal view', 'Waterfront', 'Garden view', 'Gym', 'Parking']",Winter,2126.613065569139,41,6,King,Strict,21.430942946392655,53,312,1,5,Suburb
24245,Truth Room,Lake Caroline,Villa,3,18.857050853862575,"['Canal view', 'Kitchen', 'Waterfront', 'Parking']",Summer,1112.6595589690814,85,6,Queen,Flexible,29.463675640955067,50,39,4,6,Waterfront
9427,Without Election,Port Tina,Apartment,4,26.322829680538426,"['Swimming Pool', 'Air Conditioning', 'Gym', 'Parking']",Summer,3044.614506849251,44,5,Single,Moderate,47.43330898049975,81,134,2,8,Mountain View
20533,Career Medical,Ortizland,House,4,25.19554536767954,"['TV', 'Gym', 'WiFi', 'Waterfront', 'Kitchen', 'Air Conditioning', 'Parking', 'Swimming Pool', 'Canal view', 'Garden view']",Winter,510.49704544280036,54,4,King,Moderate,12.618675589535012,98,307,5,5,Waterfront
27179,Local Run,Lake Amandaside,House,1,21.67223997689222,['Waterfront'],Winter,2139.8794440514093,75,2,Queen,Moderate,24.891640504457374,91,207,1,3,Downtown
